Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-03-18,17.848,0
2021-03-19,20.335,0
2021-03-20,18.701,0
2021-03-21,15.64,0
2021-03-22,13.781,0
2021-03-23,12.369,0
2021-03-24,11.896,0
2021-03-25,11.497,0
2021-03-26,11.557,1
2021-03-27,10.661,1
2021-03-28,11.935,1
2021-03-29,14.327,1
2021-03-30,12.868,1
2021-03-31,13.857,1
2021-04-01,17.51,1
2021-04-02,17.206,1
2021-04-03,13.605,1
2021-04-04,10.592,1
2021-04-05,9.676,1
2021-04-06,10.172,1
2021-04-07,10.375,1
2021-04-08,9.909,1
2021-04-09,10.034,1
2021-04-10,12.769,2
2021-04-11,12.519,2
2021-04-12,12.267,2
2021-04-13,12.014,2
2021-04-14,11.759,2
2021-04-15,11.503,2
2021-04-16,11.246,2
