Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-03-14,0.67,0
2022-03-15,1.339,0
2022-03-16,1.611,0
2022-03-17,1.551,0
2022-03-18,1.729,0
2022-03-19,2.314,0
2022-03-20,1.251,0
2022-03-21,1.074,0
2022-03-22,1.976,1
2022-03-23,2.693,1
2022-03-24,1.422,1
2022-03-25,0.536,1
2022-03-26,0.616,1
2022-03-27,0.715,1
2022-03-28,1.784,1
2022-03-29,2.93,1
2022-03-30,2.818,1
2022-03-31,2.457,1
2022-04-01,2.434,1
2022-04-02,2.46,1
2022-04-03,2.526,1
2022-04-04,2.596,1
2022-04-05,2.697,1
2022-04-06,2.508,2
2022-04-07,2.553,2
2022-04-08,2.596,2
2022-04-09,2.638,2
2022-04-10,2.679,2
2022-04-11,2.718,2
2022-04-12,2.757,2
