Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2021-03-12,1.147,0
2021-03-13,0.89,0
2021-03-14,0.533,0
2021-03-15,0.71,0
2021-03-16,1.255,0
2021-03-17,0.985,0
2021-03-18,0.73,0
2021-03-19,0.269,0
2021-03-20,0.185,1
2021-03-21,0.256,1
2021-03-22,0.325,1
2021-03-23,0.642,1
2021-03-24,0.863,1
2021-03-25,0.895,1
2021-03-26,0.819,1
2021-03-27,0.834,1
2021-03-28,0.602,1
2021-03-29,0.272,1
2021-03-30,0.335,1
2021-03-31,0.928,1
2021-04-01,0.717,1
2021-04-02,0.69,1
2021-04-03,0.783,1
2021-04-04,1.337,2
2021-04-05,1.372,2
2021-04-06,1.406,2
2021-04-07,1.437,2
2021-04-08,1.466,2
2021-04-09,1.493,2
2021-04-10,1.518,2
