Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-04-24,4.019,0
2022-04-25,2.917,0
2022-04-26,2.158,0
2022-04-27,1.747,0
2022-04-28,2.47,0
2022-04-29,2.819,0
2022-04-30,3.361,0
2022-05-01,3.492,1
2022-05-02,4.304,1
2022-05-03,4.615,1
2022-05-04,5.225,1
2022-05-05,5.279,1
2022-05-06,4.763,1
2022-05-07,4.501,1
2022-05-08,4.813,1
2022-05-09,5.075,1
2022-05-10,3.295,1
2022-05-11,3.188,1
2022-05-12,3.176,1
2022-05-13,4.003,1
2022-05-14,3.808,1
2022-05-15,3.178,1
2022-05-16,4.818,2
2022-05-17,4.985,2
2022-05-18,5.153,2
2022-05-19,5.322,2
2022-05-20,5.492,2
2022-05-21,5.661,2
2022-05-22,5.83,2
