Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-08-17,14.511,0
2018-08-18,14.068,0
2018-08-19,13.272,0
2018-08-20,13.008,0
2018-08-21,12.791,0
2018-08-22,11.922,0
2018-08-23,10.398,0
2018-08-24,10.835,0
2018-08-25,12.268,1
2018-08-26,13.242,1
2018-08-27,14.19,1
2018-08-28,14.509,1
2018-08-29,13.976,1
2018-08-30,13.073,1
2018-08-31,12.786,1
2018-09-01,12.979,1
2018-09-02,13.312,1
2018-09-03,13.249,1
2018-09-04,13.097,1
2018-09-05,12.894,1
2018-09-06,12.436,1
2018-09-07,11.574,1
2018-09-08,10.857,1
2018-09-09,10.13,2
2018-09-10,9.963,2
2018-09-11,9.793,2
2018-09-12,9.619,2
2018-09-13,9.441,2
2018-09-14,9.26,2
2018-09-15,9.076,2
