Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2018-08-23,7.664,0
2018-08-24,8.09,0
2018-08-25,10.026,0
2018-08-26,11.608,0
2018-08-27,13.273,0
2018-08-28,13.422,0
2018-08-29,12.115,0
2018-08-30,10.429,0
2018-08-31,10.088,1
2018-09-01,11.172,1
2018-09-02,11.516,1
2018-09-03,11.671,1
2018-09-04,12.252,1
2018-09-05,12.229,1
2018-09-06,11.75,1
2018-09-07,11.503,1
2018-09-08,11.363,1
2018-09-09,7.763,2
2018-09-10,7.586,2
2018-09-11,7.405,2
2018-09-12,7.221,2
2018-09-13,7.033,2
2018-09-14,6.844,2
2018-09-15,6.652,2
