Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-06-18,8.218,0
2020-06-19,9.463,0
2020-06-20,10.185,0
2020-06-21,10.485,0
2020-06-22,10.644,0
2020-06-23,9.931,0
2020-06-24,9.452,0
2020-06-25,9.656,0
2020-06-26,11.498,1
2020-06-27,11.79,1
2020-06-28,12.046,1
2020-06-29,11.735,1
2020-06-30,11.345,1
2020-07-01,11.248,1
2020-07-02,11.674,1
2020-07-03,12.543,1
2020-07-04,12.548,1
2020-07-05,11.698,2
2020-07-06,11.81,2
2020-07-07,11.915,2
2020-07-08,12.012,2
2020-07-09,12.1,2
2020-07-10,12.18,2
2020-07-11,12.25,2
