Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-06-17,6.415,0
2020-06-18,8.218,0
2020-06-19,9.463,0
2020-06-20,10.185,0
2020-06-21,10.485,0
2020-06-22,10.644,0
2020-06-23,10.216,0
2020-06-24,9.154,1
2020-06-25,9.564,1
2020-06-26,11.342,1
2020-06-27,12.411,1
2020-06-28,12.012,1
2020-06-29,11.137,1
2020-06-30,10.828,1
2020-07-01,11.067,1
2020-07-02,11.873,1
2020-07-03,12.628,1
2020-07-04,11.579,2
2020-07-05,11.698,2
2020-07-06,11.81,2
2020-07-07,11.915,2
2020-07-08,12.012,2
2020-07-09,12.1,2
2020-07-10,12.18,2
