Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-06-08,11.05,0
2020-06-09,12.463,0
2020-06-10,11.638,0
2020-06-11,10.07,0
2020-06-12,9.62,0
2020-06-13,8.493,0
2020-06-14,8.049,0
2020-06-15,7.86,0
2020-06-16,8.419,1
2020-06-17,9.354,1
2020-06-18,10.899,1
2020-06-19,11.52,1
2020-06-20,12.461,1
2020-06-21,13.87,1
2020-06-22,14.081,1
2020-06-23,13.95,1
2020-06-24,13.734,1
2020-06-25,12.683,2
2020-06-26,12.798,2
2020-06-27,12.909,2
2020-06-28,13.018,2
2020-06-29,13.123,2
2020-06-30,13.224,2
2020-07-01,13.321,2
