Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2022-10-06,3.514,0
2022-10-07,7.232,0
2022-10-08,10.673,0
2022-10-09,8.685,0
2022-10-10,6.341,0
2022-10-11,4.331,0
2022-10-12,4.812,0
2022-10-13,7.46,0
2022-10-14,8.509,1
2022-10-15,8.52,1
2022-10-16,9.561,1
2022-10-17,14.493,1
2022-10-18,17.278,1
2022-10-19,16.504,1
2022-10-20,14.476,1
2022-10-21,13.821,1
2022-10-22,13.051,1
2022-10-23,11.943,1
2022-10-24,11.416,1
2022-10-25,11.508,1
2022-10-26,12.88,1
2022-10-27,14.3,1
2022-10-28,14.091,1
2022-10-29,12.339,2
2022-10-30,12.753,2
2022-10-31,13.169,2
2022-11-01,13.585,2
2022-11-02,14.002,2
2022-11-03,14.417,2
2022-11-04,14.829,2
