Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-02-02,0,0
2020-02-03,0.109,0
2020-02-04,0.48,0
2020-02-05,0.948,0
2020-02-06,1.98,0
2020-02-07,0.3,0
2020-02-08,0.069,0
2020-02-09,0.573,0
2020-02-10,1.321,1
2020-02-11,1.784,1
2020-02-12,1.877,1
2020-02-13,1.678,1
2020-02-14,0.567,1
2020-02-15,0.539,1
2020-02-16,1.019,1
2020-02-17,1.422,1
2020-02-18,1.513,1
2020-02-19,1.298,1
2020-02-20,1.067,1
2020-02-21,0.94,1
2020-02-22,0.761,1
2020-02-23,0.728,1
2020-02-24,0.576,1
2020-02-25,1.011,2
2020-02-26,1.015,2
2020-02-27,1.017,2
2020-02-28,1.019,2
2020-02-29,1.02,2
2020-03-01,1.02,2
2020-03-02,1.021,2
