Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2019-08-31,9.009,0
2019-09-01,9.231,0
2019-09-02,10.636,0
2019-09-03,10.669,0
2019-09-04,10.738,0
2019-09-05,9.296,0
2019-09-06,8.783,0
2019-09-07,8.339,0
2019-09-08,7.662,1
2019-09-09,8.367,1
2019-09-10,9.96,1
2019-09-11,11.654,1
2019-09-12,11.922,1
2019-09-13,9.761,1
2019-09-14,10.024,1
2019-09-15,11.989,1
2019-09-16,11.497,1
2019-09-17,6.491,2
2019-09-18,6.303,2
2019-09-19,6.116,2
2019-09-20,5.93,2
2019-09-21,5.745,2
2019-09-22,5.562,2
2019-09-23,5.382,2
