Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2023-01-15,0,0
2023-01-16,0.205,0
2023-01-17,0.318,0
2023-01-18,0.305,0
2023-01-19,0.39,0
2023-01-20,0.362,0
2023-01-21,0.244,0
2023-01-22,0.509,1
2023-01-23,0.237,1
2023-01-24,0.158,1
2023-01-25,0.451,1
2023-01-26,0.105,1
2023-01-27,0.003,1
2023-01-28,0.01,1
2023-01-29,0.152,1
2023-01-30,0.357,1
2023-01-31,0.423,1
2023-02-01,0.46,1
2023-02-02,0.496,1
2023-02-03,0.445,1
2023-02-04,0.402,1
2023-02-05,0.398,1
2023-02-06,0.321,2
2023-02-07,0.344,2
2023-02-08,0.368,2
2023-02-09,0.392,2
2023-02-10,0.417,2
2023-02-11,0.441,2
2023-02-12,0.466,2
