Date,Value,"Flag (0=obs 1=fcst 2=norm)"
2020-06-16,5.861,0
2020-06-17,6.415,0
2020-06-18,8.218,0
2020-06-19,9.463,0
2020-06-20,10.185,0
2020-06-21,10.485,0
2020-06-22,10.644,0
2020-06-23,10.216,0
2020-06-24,9.314,1
2020-06-25,9.909,1
2020-06-26,11.691,1
2020-06-27,12.664,1
2020-06-28,12.363,1
2020-06-29,11.388,1
2020-06-30,10.804,1
2020-07-01,11.199,1
2020-07-02,12.87,1
2020-07-03,11.453,2
2020-07-04,11.579,2
2020-07-05,11.698,2
2020-07-06,11.81,2
2020-07-07,11.915,2
2020-07-08,12.012,2
2020-07-09,12.1,2
